food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Potato Products,Rösti,100g,138 cal,580 kJ,1 roesti (100 g),138 cal,580 kJ,1 once (28 g),39 cal,162 kJ
Potato Products,Patate douce,100g,92 cal,386 kJ,1 patate (114 g),105 cal,440 kJ,1 once (28 g),26 cal,108 kJ
Potato Products,Pommes de terre blanches,100g,94 cal,395 kJ,1 patate (138 g),130 cal,545 kJ,1 once (28 g),26 cal,111 kJ
Potato Products,Igname,100g,116 cal,487 kJ,1 tasse (136 g),158 cal,662 kJ,1 once (28 g),32 cal,136 kJ
Potato Products,Pommes de terre Yukon Gold,100g,82 cal,344 kJ,1 patate (136 g),112 cal,468 kJ,1 once (28 g),23 cal,96 kJ
Poultry & Fowl,Capon,100g,229 cal,962 kJ,1 capon (1418 g),3247 cal,13641 kJ,1 once (28 g),64 cal,269 kJ
Poultry & Fowl,Poulet,100g,219 cal,920 kJ,1/2 chicken (334 g),731 cal,3073 kJ,1 once (28 g),61 cal,258 kJ
Poultry & Fowl,Poitrine de poulet,100g,172 cal,722 kJ,1 poitrine (200 g),344 cal,1444 kJ,1 once (28 g),48 cal,202 kJ
Poultry & Fowl,Pilons de poulet,100g,185 cal,777 kJ,1 unité (71 g),131 cal,552 kJ,1 once (28 g),52 cal,218 kJ
Poultry & Fowl,Gésiers de poulet,100g,154 cal,647 kJ,1 tasse (145 g),223 cal,938 kJ,1 once (28 g),43 cal,181 kJ
Poultry & Fowl,Cuisses de poulet,100g,174 cal,731 kJ,1 cuisse (199 g),346 cal,1455 kJ,1 once (28 g),49 cal,205 kJ
Poultry & Fowl,Ailes de poulet,100g,266 cal,1117 kJ,1 aile (53 g),141 cal,592 kJ,1 once (28 g),74 cal,313 kJ
Poultry & Fowl,Poules de Cornouailles,100g,259 cal,1088 kJ,1 portion (257 g),666 cal,2796 kJ,1 once (28 g),73 cal,305 kJ
Poultry & Fowl,Colombe,100g,213 cal,895 kJ,1 portion (100 g),213 cal,895 kJ,1 once (28 g),60 cal,251 kJ
Poultry & Fowl,Canard,100g,337 cal,1415 kJ,1/2 canard (634 g),2137 cal,8971 kJ,1 once (28 g),94 cal,396 kJ
Poultry & Fowl,Magret de canard,100g,201 cal,844 kJ,1 poitrine (73 g),147 cal,616 kJ,1 once (28 g),56 cal,236 kJ
Poultry & Fowl,Émeu,100g,152 cal,638 kJ,1 steak (394 g),599 cal,2514 kJ,1 once (28 g),43 cal,179 kJ
Poultry & Fowl,Oie,100g,305 cal,1281 kJ,1/2 oie (591 g),1803 cal,7571 kJ,1 once (28 g),85 cal,359 kJ
Poultry & Fowl,Pintade,100g,158 cal,664 kJ,1/2 guinea (345 g),545 cal,2291 kJ,1 once (28 g),44 cal,186 kJ
Poultry & Fowl,Autruche,100g,145 cal,609 kJ,1 portion (85 g),123 cal,518 kJ,1 once (28 g),41 cal,171 kJ
Poultry & Fowl,Viande d'autruche,100g,145 cal,609 kJ,1 portion (85 g),123 cal,518 kJ,1 once (28 g),41 cal,171 kJ
Poultry & Fowl,Faisan,100g,239 cal,1004 kJ,1 portion (100 g),239 cal,1004 kJ,1 once (28 g),67 cal,281 kJ
Poultry & Fowl,Poitrine de faisan,100g,133 cal,559 kJ,1/2 poitrine (182 g),242 cal,1017 kJ,1 once (28 g),37 cal,157 kJ
Poultry & Fowl,Patte de faisan,100g,239 cal,1004 kJ,1 cuisse (107 g),256 cal,1074 kJ,1 once (28 g),67 cal,281 kJ
Poultry & Fowl,Pigeon,100g,142 cal,596 kJ,1 pigeon (199 g),283 cal,1186 kJ,1 once (28 g),40 cal,167 kJ
Poultry & Fowl,Poularde,100g,200 cal,840 kJ,1 portion (100 g),200 cal,840 kJ,1 once (28 g),56 cal,235 kJ
Poultry & Fowl,Caille,100g,227 cal,953 kJ,1 quail (92 g),209 cal,877 kJ,1 once (28 g),64 cal,267 kJ
Poultry & Fowl,Poitrine de caille,100g,123 cal,517 kJ,1 poitrine (56 g),69 cal,290 kJ,1 once (28 g),34 cal,145 kJ
Poultry & Fowl,Rhea,100g,160 cal,672 kJ,1 portion (100 g),160 cal,672 kJ,1 once (28 g),45 cal,188 kJ
Poultry & Fowl,Dinde,100g,189 cal,794 kJ,1 dinde (3812 g),7205 cal,30267 kJ,1 once (28 g),53 cal,222 kJ
Poultry & Fowl,Poitrine de dinde,100g,135 cal,567 kJ,1/2 poitrine (864 g),1166 cal,4899 kJ,1 once (28 g),38 cal,159 kJ
Poultry & Fowl,Escalope de dinde,100g,189 cal,794 kJ,1 part (113 g),214 cal,897 kJ,1 once (28 g),53 cal,222 kJ
Poultry & Fowl,Pilons de dinde,100g,208 cal,874 kJ,1 portion (100 g),208 cal,874 kJ,1 once (28 g),58 cal,245 kJ
Poultry & Fowl,Cuisses de dinde,100g,208 cal,874 kJ,1 cuisse (546 g),1136 cal,4772 kJ,1 once (28 g),58 cal,245 kJ
Poultry & Fowl,Steak de dinde,100g,189 cal,794 kJ,1 steak (170 g),321 cal,1350 kJ,1 once (28 g),53 cal,222 kJ
Poultry & Fowl,Ailes de dinde,100g,221 cal,928 kJ,1 aile (24 g),53 cal,223 kJ,1 once (28 g),62 cal,260 kJ
Poultry & Fowl,Canard sauvage,100g,211 cal,886 kJ,1/2 canard (270 g),570 cal,2392 kJ,1 once (28 g),59 cal,248 kJ
Sauces & Dressings,Vinaigrette de l'île 1000,100ml,370 cal,1554 kJ,1 c. à soupe (15 ml),56 cal,233 kJ,1 once (30 ml),111 cal,466 kJ
Sauces & Dressings,Sauce Arrabiata,100g,36 cal,151 kJ,1 pot (350 g),126 cal,529 kJ,1 once (28 g),10 cal,42 kJ
Sauces & Dressings,Vinaigrette balsamique,100ml,290 cal,1218 kJ,1 c. à soupe (16 ml),46 cal,195 kJ,1 once (30 ml),87 cal,365 kJ
Sauces & Dressings,Barbecue Sauce,100g,150 cal,630 kJ,1 c. à soupe (15 g),23 cal,95 kJ,1 once (28 g),42 cal,176 kJ
Sauces & Dressings,Sauce béchamel,100g,225 cal,945 kJ,1 c. à soupe (15 g),34 cal,142 kJ,1 once (28 g),63 cal,265 kJ
Sauces & Dressings,Sauce bernaise,100g,414 cal,1739 kJ,1 c. à soupe (15 g),62 cal,261 kJ,1 once (28 g),116 cal,487 kJ
Sauces & Dressings,Vinaigrette au fromage bleu,100ml,533 cal,2239 kJ,1 c. à soupe (15 ml),80 cal,336 kJ,1 once (30 ml),160 cal,672 kJ
Sauces & Dressings,Bolognaise,100g,106 cal,445 kJ,1 tasse (226 g),240 cal,1006 kJ,1 once (28 g),30 cal,125 kJ
Sauces & Dressings,Vinaigrette Ranch au babeurre,100ml,533 cal,2239 kJ,1 c. à soupe (15 ml),80 cal,336 kJ,1 once (30 ml),160 cal,672 kJ
Sauces & Dressings,Vinaigrette César,100ml,429 cal,1802 kJ,1 c. à soupe (15 ml),64 cal,270 kJ,1 once (30 ml),129 cal,541 kJ
Sauces & Dressings,Vinaigrette Catalina,100ml,282 cal,1184 kJ,1 c. à soupe (15 ml),42 cal,178 kJ,1 once (30 ml),85 cal,355 kJ
Sauces & Dressings,Chasseur Sauce,100g,45 cal,189 kJ,1 c. à soupe (15 g),7 cal,28 kJ,1 once (28 g),13 cal,53 kJ
Sauces & Dressings,Sauce chili,100g,112 cal,470 kJ,1 c. à soupe (18 g),20 cal,85 kJ,1 once (28 g),31 cal,132 kJ
Sauces & Dressings,Sauce à la crème,100g,180 cal,756 kJ,1 tasse (244 g),439 cal,1845 kJ,1 once (28 g),50 cal,212 kJ
Sauces & Dressings,Ketchup au curry,100g,124 cal,521 kJ,1 c. à soupe (15 g),19 cal,78 kJ,1 once (28 g),35 cal,146 kJ
Sauces & Dressings,Sauce au curry,100g,26 cal,109 kJ,1 c. à soupe (17 g),4 cal,19 kJ,1 once (28 g),7 cal,31 kJ
Sauces & Dressings,Vinaigrette française,100ml,60 cal,252 kJ,1 c. à soupe (15 ml),9 cal,38 kJ,1 once (30 ml),18 cal,76 kJ
Sauces & Dressings,Sauce,100g,53 cal,223 kJ,1 tasse (233 g),123 cal,520 kJ,1 once (28 g),15 cal,62 kJ
Sauces & Dressings,Vinaigrette grecque,100ml,467 cal,1961 kJ,1 c. à soupe (15 ml),70 cal,294 kJ,1 once (30 ml),140 cal,588 kJ
Sauces & Dressings,Sauce pour hamburger,100g,383 cal,1609 kJ,1 c. à soupe (15 g),57 cal,241 kJ,1 once (28 g),107 cal,451 kJ
Sauces & Dressings,Harissa,100g,52 cal,218 kJ,1 c. à soupe (15 g),8 cal,33 kJ,1 once (28 g),15 cal,61 kJ
Sauces & Dressings,Sauce Hollandaise,100g,535 cal,2247 kJ,1 c. à soupe (15 g),80 cal,337 kJ,1 once (28 g),150 cal,629 kJ
Sauces & Dressings,Vinaigrette au miel et à la moutarde,100ml,464 cal,1949 kJ,1 c. à soupe (16 ml),74 cal,312 kJ,1 once (30 ml),139 cal,585 kJ
Sauces & Dressings,Raifort,100g,48 cal,202 kJ,1 c. à soupe (15 g),7 cal,30 kJ,1 once (28 g),13 cal,57 kJ
Sauces & Dressings,Vinaigrette italienne,100ml,293 cal,1231 kJ,1 c. à soupe (15 ml),44 cal,185 kJ,1 once (30 ml),88 cal,369 kJ
Sauces & Dressings,Ketchup,100g,100 cal,420 kJ,1 c. à soupe (15 g),15 cal,63 kJ,1 once (28 g),28 cal,118 kJ
Sauces & Dressings,Mayonnaise,100g,692 cal,2906 kJ,1 c. à soupe (13 g),90 cal,378 kJ,1 once (28 g),194 cal,814 kJ
Sauces & Dressings,Moutarde,100g,60 cal,252 kJ,1 c. à café (5 g),3 cal,13 kJ,1 once (28 g),17 cal,71 kJ
Sauces & Dressings,Sauce aux moutardes,100g,645 cal,2709 kJ,1 c. à soupe (13 g),84 cal,352 kJ,1 once (28 g),181 cal,759 kJ
Sauces & Dressings,Sauce à l'orange,100g,179 cal,752 kJ,1 c. à soupe (15 g),27 cal,113 kJ,1 once (28 g),50 cal,211 kJ
Sauces & Dressings,Pesto,100g,458 cal,1924 kJ,1 c. à soupe (15 g),69 cal,289 kJ,1 once (28 g),128 cal,539 kJ
Sauces & Dressings,Vinaigrette Ranch,100ml,510 cal,2142 kJ,1 c. à soupe (15 ml),77 cal,321 kJ,1 once (30 ml),153 cal,643 kJ
Sauces & Dressings,Sauce rémoulade,100g,635 cal,2667 kJ,1 c. à soupe (13 g),83 cal,347 kJ,1 once (28 g),178 cal,747 kJ
Sauces & Dressings,Vinaigrette russe,100ml,400 cal,1680 kJ,1 c. à soupe (15 ml),60 cal,252 kJ,1 once (30 ml),120 cal,504 kJ
Sauces & Dressings,Vinaigrette,100ml,449 cal,1886 kJ,1 c. à soupe (16 ml),72 cal,302 kJ,1 once (30 ml),135 cal,566 kJ
Sauces & Dressings,Sambal Oelek,100g,21 cal,88 kJ,1 c. à café (5 g),1 cal,4 kJ,1 once (28 g),6 cal,25 kJ
Sauces & Dressings,Vinaigrette au gingembre et au sésame,100ml,464 cal,1949 kJ,1 c. à soupe (15 ml),70 cal,292 kJ,1 once (30 ml),139 cal,585 kJ
Sauces & Dressings,Pâte de sésame,100g,595 cal,2499 kJ,1 c. à soupe (15 g),89 cal,375 kJ,1 once (28 g),167 cal,700 kJ
Sauces & Dressings,Crème aigre,100g,217 cal,911 kJ,1 c. à soupe (12 g),26 cal,109 kJ,1 once (28 g),61 cal,255 kJ
Sauces & Dressings,Sauce à la crème aigre,100g,60 cal,252 kJ,1 c. à soupe (15 g),9 cal,38 kJ,1 once (28 g),17 cal,71 kJ
Sauces & Dressings,Sauce soja,100ml,67 cal,281 kJ,1 c. à soupe (15 ml),10 cal,42 kJ,1 once (30 ml),20 cal,84 kJ
Sauces & Dressings,Sauce aigre-douce,100g,179 cal,752 kJ,1 c. à soupe (15 g),27 cal,113 kJ,1 once (28 g),50 cal,211 kJ
Sauces & Dressings,Tabasco,100g,70 cal,294 kJ,1 c. à café (5 g),4 cal,15 kJ,1 once (28 g),20 cal,82 kJ
Sauces & Dressings,Sauce Teriyaki,100g,89 cal,374 kJ,1 c. à soupe (18 g),16 cal,67 kJ,1 once (28 g),25 cal,105 kJ
Sauces & Dressings,Pâte de curry thaï,100g,155 cal,651 kJ,1 c. à soupe (15 g),23 cal,98 kJ,1 once (28 g),43 cal,182 kJ
Sauces & Dressings,Pâte de tomates,100g,82 cal,344 kJ,1 c. à soupe (17 g),14 cal,58 kJ,1 once (28 g),23 cal,96 kJ
Sauces & Dressings,Purée de tomates,100g,38 cal,160 kJ,1 c. à soupe (15 g),6 cal,24 kJ,1 once (28 g),11 cal,45 kJ
Sauces & Dressings,Sauce tomate,100g,24 cal,101 kJ,1 tasse (245 g),59 cal,247 kJ,1 once (28 g),7 cal,28 kJ
Sauces & Dressings,Tzatziki,100g,94 cal,395 kJ,1 c. à soupe (15 g),14 cal,59 kJ,1 once (28 g),26 cal,111 kJ
Sauces & Dressings,Sauce Worcestershire,100ml,78 cal,328 kJ,1 c. à soupe (15 ml),12 cal,49 kJ,1 once (30 ml),23 cal,98 kJ
Sauces & Dressings,Vinaigrette au yaourt,100ml,45 cal,189 kJ,1 c. à soupe (15 ml),7 cal,28 kJ,1 once (30 ml),14 cal,57 kJ
Sauces & Dressings,Vinaigrette italienne piquante,100ml,267 cal,1121 kJ,1 c. à soupe (15 ml),40 cal,168 kJ,1 once (30 ml),80 cal,336 kJ
Sausage,Andouille,100g,232 cal,974 kJ,1 saucisse (85 g),197 cal,828 kJ,1 once (28 g),65 cal,273 kJ
Sausage,Boudin noir,100g,379 cal,1592 kJ,1 part (25 g),95 cal,398 kJ,1 once (28 g),106 cal,446 kJ
Sausage,Saucisse sanguine,100g,379 cal,1592 kJ,1 part (25 g),95 cal,398 kJ,1 once (28 g),106 cal,446 kJ
Sausage,Bockwurst,100g,301 cal,1264 kJ,1 saucisse (91 g),274 cal,1150 kJ,1 once (28 g),84 cal,354 kJ
Sausage,Bologne,100g,247 cal,1037 kJ,1 part (23 g),57 cal,239 kJ,1 once (28 g),69 cal,290 kJ
Sausage,Boudin,100g,194 cal,815 kJ,1 once (28.35 g),54 cal,228 kJ,1 once (28 g),54 cal,228 kJ
Sausage,Saucisse à griller,100g,297 cal,1247 kJ,1 bratwurst (66 g),196 cal,823 kJ,1 once (28 g),83 cal,349 kJ
Sausage,Saucisses de petit déjeuner,100g,339 cal,1424 kJ,1 saucisse (13 g),44 cal,185 kJ,1 once (28 g),95 cal,399 kJ
Sausage,Pâte au fromage,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 once (28 g),105 cal,440 kJ
Sausage,Poitrine de poulet,100g,79 cal,332 kJ,1 part (21 g),17 cal,70 kJ,1 once (28 g),22 cal,93 kJ
Sausage,Viande de poulet,100g,79 cal,332 kJ,1 part (21 g),17 cal,70 kJ,1 once (28 g),22 cal,93 kJ
Sausage,Salade de poulet,100g,81 cal,340 kJ,1 portion (344 g),279 cal,1170 kJ,1 once (28 g),23 cal,95 kJ
Sausage,Chorizo,100g,455 cal,1911 kJ,1 once (28.35 g),127 cal,535 kJ,1 once (28 g),127 cal,535 kJ
Sausage,Jambon cuit,100g,133 cal,559 kJ,1 once (28.35 g),37 cal,157 kJ,1 once (28 g),37 cal,157 kJ
Sausage,Saucisse de Cumberland,100g,250 cal,1050 kJ,1 saucisse (30 g),75 cal,315 kJ,1 once (28 g),70 cal,294 kJ
Sausage,Les Francfortois,100g,305 cal,1281 kJ,1 frankfurter (45 g),137 cal,576 kJ,1 once (28 g),85 cal,359 kJ
Sausage,Saucisse à l'ail,100g,169 cal,710 kJ,1 part (13 g),22 cal,92 kJ,1 once (28 g),47 cal,199 kJ
Sausage,Saucisse chaude,100g,259 cal,1088 kJ,1 portion (55 g),142 cal,598 kJ,1 once (28 g),73 cal,305 kJ
Sausage,Saucisse italienne,100g,149 cal,626 kJ,1 saucisse (84 g),125 cal,526 kJ,1 once (28 g),42 cal,175 kJ
Sausage,Saucisson sec,100g,410 cal,1722 kJ,1 part (20 g),82 cal,344 kJ,1 once (28 g),115 cal,482 kJ
Sausage,Kielbasa,100g,309 cal,1298 kJ,1 saucisse (75 g),232 cal,974 kJ,1 once (28 g),87 cal,363 kJ
Sausage,Saucisse à croquer,100g,307 cal,1289 kJ,1 saucisse (72 g),221 cal,928 kJ,1 once (28 g),86 cal,361 kJ
Sausage,Landjaeger,100g,352 cal,1478 kJ,1 landjaeger (56.8 g),197 cal,828 kJ,1 once (28 g),99 cal,414 kJ
Sausage,Linguica,100g,282 cal,1184 kJ,1 once (28.35 g),79 cal,332 kJ,1 once (28 g),79 cal,332 kJ
Sausage,Pâté,100g,319 cal,1340 kJ,1 c. à soupe (13 g),41 cal,174 kJ,1 once (28 g),89 cal,375 kJ
Sausage,Saucisse de Liver,100g,326 cal,1369 kJ,1 part (18 g),59 cal,246 kJ,1 once (28 g),91 cal,383 kJ
Sausage,Viande pour déjeuner,100g,117 cal,491 kJ,1 part (9.3 g),11 cal,44 kJ,1 once (28 g),33 cal,137 kJ
Sausage,Saucisse grillée,100g,310 cal,1302 kJ,1 portion (28 g),87 cal,365 kJ,1 once (28 g),87 cal,365 kJ
Sausage,Mortadelle,100g,311 cal,1306 kJ,1 part (15 g),47 cal,196 kJ,1 once (28 g),87 cal,366 kJ
Sausage,Pastrami,100g,133 cal,559 kJ,1 part (29 g),39 cal,162 kJ,1 once (28 g),37 cal,157 kJ
Sausage,Pepperoni,100g,494 cal,2075 kJ,1 part (2 g),10 cal,42 kJ,1 once (28 g),138 cal,581 kJ
Sausage,Saucisse polonaise,100g,301 cal,1264 kJ,1 portion (76 g),229 cal,961 kJ,1 once (28 g),84 cal,354 kJ
Sausage,Rouleau de porc,100g,302 cal,1268 kJ,1 part (43 g),130 cal,545 kJ,1 once (28 g),85 cal,355 kJ
Sausage,Salami,100g,336 cal,1411 kJ,1 part (12.3 g),40 cal,169 kJ,1 once (28 g),94 cal,395 kJ
Sausage,Sausage,100g,230 cal,966 kJ,1 saucisse (16 g),37 cal,155 kJ,1 once (28 g),64 cal,270 kJ
Sausage,Saucisse fumée,100g,301 cal,1264 kJ,1 portion (76 g),229 cal,961 kJ,1 once (28 g),84 cal,354 kJ
Sausage,Souse,100g,157 cal,659 kJ,1 part (28 g),44 cal,185 kJ,1 once (28 g),44 cal,185 kJ
Sausage,Spam,100g,315 cal,1323 kJ,1 portion (56 g),176 cal,741 kJ,1 once (28 g),88 cal,370 kJ
Sausage,Saucisse blanche,100g,313 cal,1315 kJ,1 saucisse (113 g),354 cal,1486 kJ,1 once (28 g),88 cal,368 kJ
partd Cheese,Fromage américain,100g,148 cal,622 kJ,1 part (21 g),31 cal,131 kJ,1 once (28 g),41 cal,174 kJ
partd Cheese,Fromage de montagne,100g,418 cal,1756 kJ,1 part (24 g),100 cal,421 kJ,1 once (28 g),117 cal,492 kJ
partd Cheese,Fromage au beurre,100g,388 cal,1630 kJ,1 part (26 g),101 cal,424 kJ,1 once (28 g),109 cal,456 kJ
partd Cheese,Plateau de fromages,100g,357 cal,1499 kJ,1 part (28 g),100 cal,420 kJ,1 once (28 g),100 cal,420 kJ
partd Cheese,Tranches de fromage,100g,356 cal,1495 kJ,1 part (28 g),100 cal,419 kJ,1 once (28 g),100 cal,419 kJ
partd Cheese,Fromage Colby,100g,394 cal,1655 kJ,1 part (28 g),110 cal,463 kJ,1 once (28 g),110 cal,463 kJ
partd Cheese,Fromage Colby-Jack,100g,394 cal,1655 kJ,1 part (28 g),110 cal,463 kJ,1 once (28 g),110 cal,463 kJ
partd Cheese,Edam,100g,357 cal,1499 kJ,1 part (28 g),100 cal,420 kJ,1 once (28 g),100 cal,420 kJ
partd Cheese,Fromage Edam,100g,357 cal,1499 kJ,1 part (28 g),100 cal,420 kJ,1 once (28 g),100 cal,420 kJ
partd Cheese,Emmental,100g,357 cal,1499 kJ,1 part (25 g),89 cal,375 kJ,1 once (28 g),100 cal,420 kJ
partd Cheese,Esrom (fromage),100g,322 cal,1352 kJ,1 part (23 g),74 cal,311 kJ,1 once (28 g),90 cal,379 kJ
partd Cheese,Fol Epi,100g,388 cal,1630 kJ,1 part (24 g),93 cal,391 kJ,1 once (28 g),109 cal,456 kJ
partd Cheese,Fromage Gouda,100g,356 cal,1495 kJ,1 part (28 g),100 cal,419 kJ,1 once (28 g),100 cal,419 kJ
partd Cheese,Fromage suisse de Lacy,100g,321 cal,1348 kJ,1 part (28 g),90 cal,377 kJ,1 once (28 g),90 cal,377 kJ
partd Cheese,Leerdammer,100g,284 cal,1193 kJ,1 part (25 g),71 cal,298 kJ,1 once (28 g),80 cal,334 kJ
partd Cheese,Fromage de Leerdammer,100g,284 cal,1193 kJ,1 part (25 g),71 cal,298 kJ,1 once (28 g),80 cal,334 kJ
partd Cheese,Fromage Maasdam,100g,344 cal,1445 kJ,1 part (18 g),62 cal,260 kJ,1 once (28 g),96 cal,405 kJ
partd Cheese,Fromage Monterey Jack,100g,373 cal,1567 kJ,1 part (28 g),104 cal,439 kJ,1 once (28 g),104 cal,439 kJ
partd Cheese,Fromage au poivre,100g,100 cal,420 kJ,1 part (21 g),21 cal,88 kJ,1 once (28 g),28 cal,118 kJ
partd Cheese,Sandwich au fromage,100g,148 cal,622 kJ,1 part (21 g),31 cal,131 kJ,1 once (28 g),41 cal,174 kJ
partd Cheese,Fromage fumé,100g,410 cal,1722 kJ,1 part (20 g),82 cal,344 kJ,1 once (28 g),115 cal,482 kJ
partd Cheese,Tilsit,100g,340 cal,1428 kJ,1 part (25 g),85 cal,357 kJ,1 once (28 g),95 cal,400 kJ
partd Cheese,Cheddar blanc,100g,403 cal,1693 kJ,1 tasse (132 g),532 cal,2235 kJ,1 once (28 g),113 cal,474 kJ
partd Cheese,Gouda jeune,100g,356 cal,1495 kJ,1 part (28 g),100 cal,419 kJ,1 once (28 g),100 cal,419 kJ
Soda & Soft Drinks,7up,100ml,44 cal,185 kJ,12 once (355 ml),156 cal,657 kJ,1 once (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Barq's,100ml,46 cal,193 kJ,12 once (355 ml),163 cal,685 kJ,1 once (30 ml),14 cal,58 kJ
Soda & Soft Drinks,Citron amer,100ml,34 cal,143 kJ,12 once (355 ml),121 cal,508 kJ,1 once (30 ml),10 cal,43 kJ
Soda & Soft Drinks,Canada Dry Ginger Ale,100ml,41 cal,172 kJ,8 once (240 ml),98 cal,413 kJ,1 once (30 ml),12 cal,52 kJ
Soda & Soft Drinks,Coca-Cola à la cerise,100ml,44 cal,185 kJ,12 once (355 ml),156 cal,657 kJ,1 once (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Coca-Cola,100ml,42 cal,176 kJ,12 once (355 ml),149 cal,625 kJ,1 once (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Coca Zéro,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Coca light à la cerise,100ml,1 cal,4 kJ,12 once (355 ml),4 cal,14 kJ,1 once (30 ml),0 cal,1 kJ
Soda & Soft Drinks,Coca light,100ml,1 cal,4 kJ,12 once (355 ml),4 cal,14 kJ,1 once (30 ml),0 cal,1 kJ
Soda & Soft Drinks,Dr Pepper light,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Pepsi light,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Diet Sunkist,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Dr. Brown's,100ml,53 cal,223 kJ,12 once (355 ml),188 cal,792 kJ,1 once (30 ml),16 cal,67 kJ
Soda & Soft Drinks,Dr Pepper,100ml,27 cal,113 kJ,12 once (355 ml),96 cal,401 kJ,1 once (30 ml),8 cal,34 kJ
Soda & Soft Drinks,Fanta,100ml,39 cal,164 kJ,12 once (355 ml),138 cal,582 kJ,1 once (30 ml),12 cal,49 kJ
Soda & Soft Drinks,Fanta Zéro,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Five alive,100ml,35 cal,147 kJ,12 once (355 ml),124 cal,522 kJ,1 once (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Fresca,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
Soda & Soft Drinks,Plein gaz,100ml,110 cal,462 kJ,8 once (240 ml),264 cal,1109 kJ,1 once (30 ml),33 cal,139 kJ
Soda & Soft Drinks,Fuze,100ml,20 cal,84 kJ,12 once (355 ml),71 cal,298 kJ,1 once (30 ml),6 cal,25 kJ
Soda & Soft Drinks,Fuze Tea,100ml,25 cal,105 kJ,12 once (355 ml),89 cal,373 kJ,1 once (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Gatorade,100ml,25 cal,105 kJ,12 once (355 ml),89 cal,373 kJ,1 once (30 ml),8 cal,32 kJ
Soda & Soft Drinks,Ginger ale,100ml,35 cal,147 kJ,12 once (355 ml),124 cal,522 kJ,1 once (30 ml),11 cal,44 kJ
Soda & Soft Drinks,Thé glacé,100ml,27 cal,113 kJ,12 once (355 ml),96 cal,401 kJ,1 once (30 ml),8 cal,34 kJ
Soda & Soft Drinks,Jolt Cola,100ml,44 cal,185 kJ,8 once (240 ml),106 cal,444 kJ,1 once (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Kool-Aid,100ml,26 cal,109 kJ,8 once (237 ml),62 cal,258 kJ,1 once (30 ml),8 cal,33 kJ
Soda & Soft Drinks,Limonade,100ml,42 cal,176 kJ,12 once (355 ml),149 cal,625 kJ,1 once (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Mello Yello,100ml,49 cal,206 kJ,8 once (240 ml),118 cal,494 kJ,1 once (30 ml),15 cal,62 kJ
Soda & Soft Drinks,Minute Maid,100ml,46 cal,193 kJ,8 once (240 ml),110 cal,463 kJ,1 once (30 ml),14 cal,58 kJ
Soda & Soft Drinks,Minute Maid Light,100ml,2 cal,8 kJ,8 once (240 ml),5 cal,19 kJ,1 once (30 ml),1 cal,2 kJ
Soda & Soft Drinks,Tasse Root Beer,100ml,42 cal,176 kJ,8 once (240 ml),101 cal,422 kJ,1 once (30 ml),13 cal,53 kJ
Soda & Soft Drinks,Orange Soda,100ml,48 cal,202 kJ,12 once (355 ml),170 cal,717 kJ,1 once (30 ml),14 cal,61 kJ
Soda & Soft Drinks,Pepsi,100ml,44 cal,185 kJ,12 once (355 ml),156 cal,657 kJ,1 once (30 ml),13 cal,56 kJ
Soda & Soft Drinks,Pibb Xtra,100ml,40 cal,168 kJ,12 once (355 ml),142 cal,596 kJ,1 once (30 ml),12 cal,50 kJ
Soda & Soft Drinks,Powerade,100ml,120 cal,504 kJ,1 bouteille (500 ml),600 cal,2520 kJ,1 once (30 ml),36 cal,151 kJ
Soda & Soft Drinks,Schweppes Ginger Ale,100ml,38 cal,160 kJ,12 once (355 ml),135 cal,568 kJ,1 once (30 ml),11 cal,48 kJ
Soda & Soft Drinks,Soda,100ml,53 cal,223 kJ,12 once (355 ml),188 cal,792 kJ,1 once (30 ml),16 cal,67 kJ
Soda & Soft Drinks,Sprite,100ml,37 cal,155 kJ,12 once (355 ml),131 cal,550 kJ,1 once (30 ml),11 cal,47 kJ
Soda & Soft Drinks,Sprite Zero,100ml,0 cal,0 kJ,12 once (355 ml),0 cal,0 kJ,1 once (30 ml),0 cal,0 kJ
